Preprocessing Method,Num of Features,Encoding Method,Convolutional Layer Architecture,Num of Params,Pooling Architecture,Num of Params,Convs per Layer,Special Pooling,Pooling Direction,Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8014),0.8695652173913043,0.9090909090909091,0.888888888888889,0.48194271481942713,0.8699611569627339,"[[8, 138], [92, 920]]"
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8195),0.8700460829493087,0.932806324110672,0.9003338102050549,0.4835264497265689,0.8703064228124362,"[[5, 141], [68, 944]]"
PCA,8,Angle Embedding,2,15,3,2,2,No,Top half,tensor(0.8221),0.8697247706422019,0.9367588932806324,0.9019980970504281,0.4820780767773025,0.8699901165416376,"[[4, 142], [64, 948]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8066),0.8709981167608286,0.9140316205533597,0.8919961427193828,0.4878377280848991,0.871249353840581,"[[9, 137], [87, 925]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8100),0.8687150837988827,0.9219367588932806,0.8945349952061362,0.4780916671178732,0.869121439570991,"[[5, 141], [79, 933]]"
PCA,8,Angle Embedding,3,2,1,3,1,No,Top half,tensor(0.8169),0.8696857670979667,0.9298418972332015,0.8987583572110793,0.48204423628783366,0.869982871619818,"[[5, 141], [71, 941]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8230),0.8698441796516957,0.9377470355731226,0.9025202092249167,0.4825721479235476,0.8700979459566325,"[[4, 142], [63, 949]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8264),0.8703196347031964,0.941699604743083,0.9046037019458947,0.48454843250852786,0.8705295696443587,"[[4, 142], [59, 953]]"
PCA,8,Angle Embedding,3,2,1,3,2,No,Top half,tensor(0.8273),0.8704379562043796,0.9426877470355731,0.9051233396584439,0.48504250365477286,0.870637551654393,"[[4, 142], [58, 954]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8204),0.8681318681318682,0.9367588932806324,0.9011406844106464,0.4752287617088094,0.8684979509489534,"[[2, 144], [64, 948]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8195),0.8686868686868687,0.9347826086956522,0.9005235602094241,0.4776652769505658,0.8690281959036184,"[[3, 143], [66, 946]]"
PCA,8,Angle Embedding,3,2,2,9,1,No,Top half,tensor(0.8204),0.8688073394495412,0.9357707509881423,0.90104662226451,0.4781593480968109,0.8691357572951803,"[[3, 143], [65, 947]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8290),0.8713503649635036,0.9436758893280632,0.9060721062618595,0.4889612323352645,0.871495128500728,"[[5, 141], [57, 955]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8290),0.8693284936479129,0.9466403162055336,0.9063386944181646,0.48016947317125996,0.869573524465672,"[[2, 144], [54, 958]]"
PCA,8,Angle Embedding,3,2,2,9,2,No,Top half,tensor(0.8316),0.8703535811423391,0.9486166007905138,0.9078014184397163,0.4845822729979966,0.870536864264675,"[[3, 143], [52, 960]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8195),0.8714153561517114,0.9308300395256917,0.9001433349259437,0.48938762250257184,0.871588640496348,"[[7, 139], [70, 942]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8204),0.8708487084870848,0.932806324110672,0.9007633587786259,0.4869511072608155,0.8710551169899665,"[[6, 140], [68, 944]]"
PCA,8,Angle Embedding,3,2,3,2,1,No,Top half,tensor(0.8238),0.86996336996337,0.9387351778656127,0.9030418250950569,0.48306621906979264,0.8702058060584756,"[[4, 142], [62, 950]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8212),0.8689275893675527,0.9367588932806324,0.9015691868758916,0.47865341924305593,0.8692433498930532,"[[3, 143], [64, 948]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8230),0.8698441796516957,0.9377470355731226,0.9025202092249167,0.4825721479235476,0.8700979459566325,"[[4, 142], [63, 949]]"
PCA,8,Angle Embedding,3,2,3,2,2,No,Top half,tensor(0.8221),0.8690476190476191,0.9377470355731226,0.9020912547528517,0.479147490389301,0.8693509736115053,"[[3, 143], [63, 949]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8282),0.8712328767123287,0.9426877470355731,0.9055529188419554,0.48846716118901945,0.8713869134771041,"[[5, 141], [58, 954]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8299),0.8714676390154968,0.9446640316205533,0.9065908013276435,0.48945530348150956,0.871603373368309,"[[5, 141], [56, 956]]"
PCA,8,Angle Embedding,4,2,1,3,1,No,Top half,tensor(0.8307),0.8715846994535519,0.9456521739130435,0.9071090047393364,0.4899493746277546,0.871711647998306,"[[5, 141], [55, 957]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8117),0.8682745825602969,0.924901185770751,0.8956937799043063,0.4761492230223618,0.8686985882212374,"[[4, 142], [76, 936]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8187),0.8692449355432781,0.932806324110672,0.8999046711153481,0.4801017921923223,0.869559107445546,"[[4, 142], [68, 944]]"
PCA,8,Angle Embedding,4,2,1,3,2,No,Top half,tensor(0.8195),0.8693652253909844,0.9337944664031621,0.9004287756074323,0.48059586333856735,0.8696668132646652,"[[4, 142], [67, 945]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8109),0.8688372093023256,0.9229249011857708,0.8950646861523718,0.47858573826411827,0.8692290084952375,"[[5, 141], [78, 934]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8221),0.8704044117647058,0.9357707509881423,0.9019047619047619,0.48500866316530405,0.8706302508549242,"[[5, 141], [65, 947]]"
PCA,8,Angle Embedding,4,2,2,9,1,No,Top half,tensor(0.8238),0.8706422018348624,0.9377470355731226,0.9029495718363465,0.48599680545779417,0.8708462888932187,"[[5, 141], [63, 949]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8057),0.8687910028116214,0.91600790513834,0.8917748917748918,0.47855189777464946,0.8692218444505143,"[[6, 140], [85, 927]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8187),0.8699261992619927,0.9318181818181818,0.8998091603053435,0.4830323785803238,0.8701985415402906,"[[5, 141], [69, 943]]"
PCA,8,Angle Embedding,4,2,2,9,2,No,Top half,tensor(0.8256),0.8715596330275229,0.9387351778656127,0.9039010466222646,0.4899155341382858,0.8717042743499235,"[[6, 140], [62, 950]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8048),0.8693609022556391,0.9140316205533597,0.8911368015414258,0.4809884130164059,0.8697528880132092,"[[7, 139], [87, 925]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8161),0.8702502316960148,0.9278656126482213,0.8981348637015781,0.48448075152959014,0.8705149880513646,"[[6, 140], [73, 939]]"
PCA,8,Angle Embedding,4,2,3,2,1,No,Top half,tensor(0.8221),0.8710865561694291,0.9347826086956522,0.9018112488083889,0.4879392495533056,0.8712713820286204,"[[6, 140], [66, 946]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.7979),0.8662900188323918,0.9090909090909091,0.8871745419479267,0.46824408468244083,0.8669837037273588,"[[4, 142], [92, 920]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8126),0.8677150786308974,0.9268774703557312,0.8963210702341137,0.4737127077806053,0.8681688385907924,"[[3, 143], [74, 938]]"
PCA,8,Angle Embedding,4,2,3,2,2,No,Top half,tensor(0.8195),0.8686868686868687,0.9347826086956522,0.9005235602094241,0.4776652769505658,0.8690281959036184,"[[3, 143], [66, 946]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8247),0.8728110599078341,0.9357707509881423,0.9031950405340965,0.49528263576804377,0.8728823217951837,"[[8, 138], [65, 947]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8247),0.8728110599078341,0.9357707509881423,0.9031950405340965,0.49528263576804377,0.8728823217951837,"[[8, 138], [65, 947]]"
PCA,8,Angle Embedding,5,4,1,3,1,No,Top half,tensor(0.8290),0.8740808823529411,0.9397233201581028,0.9057142857142857,0.5006835778872706,0.8740712182123971,"[[9, 137], [61, 951]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.7772),0.8674463937621832,0.8794466403162056,0.8734052993130521,0.47396989550056856,0.8682268753704948,"[[10, 136], [122, 890]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.7962),0.8667296786389413,0.9061264822134387,0.8859903381642511,0.47018652877795225,0.8674047112808567,"[[5, 141], [95, 917]]"
PCA,8,Angle Embedding,5,4,1,3,2,No,Top half,tensor(0.8057),0.8681010289990645,0.9169960474308301,0.8918789043728977,0.47562131138664787,0.8685840724664055,"[[5, 141], [84, 928]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8316),0.8703535811423391,0.9486166007905138,0.9078014184397163,0.4845822729979966,0.870536864264675,"[[3, 143], [52, 960]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8282),0.8698817106460418,0.9446640316205533,0.9057318806252961,0.4826059884130164,0.8701052038809581,"[[3, 143], [56, 956]]"
PCA,8,Angle Embedding,5,4,2,9,1,No,Top half,tensor(0.8273),0.8704379562043796,0.9426877470355731,0.9051233396584439,0.48504250365477286,0.870637551654393,"[[4, 142], [58, 954]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8178),0.8725581395348837,0.9268774703557312,0.8988979396262579,0.4942606529860848,0.8726577626302581,"[[9, 137], [74, 938]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8247),0.8728110599078341,0.9357707509881423,0.9031950405340965,0.49528263576804377,0.8728823217951837,"[[8, 138], [65, 947]]"
PCA,8,Angle Embedding,5,4,2,9,2,No,Top half,tensor(0.8247),0.8721251149954001,0.9367588932806324,0.9032872796569794,0.49235204938004223,0.8722386604614321,"[[7, 139], [64, 948]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8264),0.8696444849589791,0.9426877470355731,0.9046941678520627,0.48161784612052627,0.869889556033729,"[[3, 143], [58, 954]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8290),0.87,0.9456521739130435,0.90625,0.4831000595592614,0.870213073515056,"[[3, 143], [55, 957]]"
PCA,8,Angle Embedding,5,4,3,2,1,No,Top half,tensor(0.8290),0.87,0.9456521739130435,0.90625,0.4831000595592614,0.870213073515056,"[[3, 143], [55, 957]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8212),0.868252516010979,0.9377470355731226,0.9016627078384799,0.47572283285505446,0.8686053680959208,"[[2, 144], [63, 949]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8221),0.8690476190476191,0.9377470355731226,0.9020912547528517,0.479147490389301,0.8693509736115053,"[[3, 143], [63, 949]]"
PCA,8,Angle Embedding,5,4,3,2,2,No,Top half,tensor(0.8230),0.869167429094236,0.9387351778656127,0.9026128266033254,0.47964156153554605,0.8694586283651187,"[[3, 143], [62, 950]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8290),0.8720292504570384,0.9426877470355731,0.9059829059829061,0.49189181872326604,0.8721376452483027,"[[6, 140], [58, 954]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8299),0.8707916287534122,0.9456521739130435,0.9066792989104691,0.48652471709350803,0.8709616789666522,"[[4, 142], [55, 957]]"
PCA,8,Angle Embedding,6,6,1,3,1,No,Top half,tensor(0.8316),0.8710263396911898,0.9476284584980237,0.9077141504969238,0.48751285938599814,0.8711779140866932,"[[4, 142], [53, 959]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8152),0.8715083798882681,0.924901185770751,0.897411313518696,0.4898478531593481,0.8716895312044202,"[[8, 138], [76, 936]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8247),0.8714416896235078,0.9377470355731226,0.9033793431699191,0.4894214629920408,0.8715960061969977,"[[6, 140], [63, 949]]"
PCA,8,Angle Embedding,6,6,1,3,2,No,Top half,tensor(0.8273),0.8717948717948718,0.9407114624505929,0.9049429657794678,0.4909036764307759,0.8719209003056716,"[[6, 140], [60, 952]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8178),0.8684452621895125,0.932806324110672,0.8994759409242497,0.4766771346580757,0.8688131670839306,"[[3, 143], [68, 944]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8256),0.8695255474452555,0.941699604743083,0.9041745730550285,0.4811237749742812,0.8697817779874242,"[[3, 143], [59, 953]]"
PCA,8,Angle Embedding,6,6,2,9,1,No,Top half,tensor(0.8282),0.8698817106460418,0.9446640316205533,0.9057318806252961,0.4826059884130164,0.8701052038809581,"[[3, 143], [56, 956]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8178),0.8691244239631336,0.9318181818181818,0.899380066762041,0.4796077210460772,0.869451432739081,"[[4, 142], [69, 943]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8212),0.869605142332415,0.9357707509881423,0.9014754878629225,0.48158400563105747,0.8698823178980276,"[[4, 142], [65, 947]]"
PCA,8,Angle Embedding,6,6,2,9,2,No,Top half,tensor(0.8230),0.8705234159779615,0.9367588932806324,0.9024274155164208,0.4855027343115491,0.8707382546624876,"[[5, 141], [64, 948]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8238),0.8706422018348624,0.9377470355731226,0.9029495718363465,0.48599680545779417,0.8708462888932187,"[[5, 141], [63, 949]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8290),0.8706739526411658,0.9446640316205533,0.9061611374407583,0.486030645947263,0.8708536063980911,"[[4, 142], [56, 956]]"
PCA,8,Angle Embedding,6,6,3,2,1,No,Top half,tensor(0.8299),0.8714676390154968,0.9446640316205533,0.9065908013276435,0.48945530348150956,0.871603373368309,"[[5, 141], [56, 956]]"
PCA,8,Angle Embedding,6,6,3,2,2,No,Top half,tensor(0.8273),0.8738489871086557,0.9377470355731226,0.9046711153479504,0.49969543559478047,0.8738534422774378,"[[9, 137], [63, 949]]"
PCA,8,Angle Embedding,6,6,3,2,2,No,Top half,tensor(0.8290),0.8740808823529411,0.9397233201581028,0.9057142857142857,0.5006835778872706,0.8740712182123971,"[[9, 137], [61, 951]]"
Preprocessing Method,Num of Features,Encoding Method,Convolutional Layer Architecture,Num of Params,Pooling Architecture,Num of Params,Convs per Layer,Special Pooling,Pooling Direction,Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.7651),0.8714859437751004,0.857707509881423,0.8645418326693226,0.49049759055714987,0.8718323703382207,"[[18, 128], [144, 868]]"
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8230),0.871889400921659,0.9347826086956522,0.9022412970910825,0.4913639070875521,0.8720218673404875,"[[7, 139], [66, 946]]"
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8264),0.8723599632690542,0.9387351778656127,0.9043312708234175,0.49334019167253235,0.8724555725015586,"[[7, 139], [62, 950]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8247),0.8700823421774931,0.9397233201581028,0.9035629453681709,0.4835602902160377,0.8703136967629395,"[[4, 142], [61, 951]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8282),0.8698817106460418,0.9446640316205533,0.9057318806252961,0.4826059884130164,0.8701052038809581,"[[3, 143], [56, 956]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8307),0.8709090909090909,0.9466403162055336,0.9071969696969696,0.4870187882397531,0.8710697815567872,"[[4, 142], [54, 958]]"
PCA,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8273),0.8724770642201835,0.9397233201581028,0.9048525214081826,0.4938342628187774,0.8725640729117522,"[[7, 139], [61, 951]]"
PCA,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8264),0.8723599632690542,0.9387351778656127,0.9043312708234175,0.49334019167253235,0.8724555725015586,"[[7, 139], [62, 950]]"
Preprocessing Method,Num of Features,Encoding Method,Convolutional Layer Architecture,Num of Params,Pooling Architecture,Num of Params,Convs per Layer,Special Pooling,Pooling Direction,Accuracy,Precision,Recall,F1 Score,AUROC,AUPRC,Confusion Matrix
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8316),0.8723792160437557,0.9456521739130435,0.9075391180654337,0.4933740321620012,0.8724629843390422,"[[6, 140], [55, 957]]"
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8299),0.8714676390154968,0.9446640316205533,0.9065908013276435,0.48945530348150956,0.871603373368309,"[[5, 141], [56, 956]]"
PCA,8,Angle Embedding,1,3,1,3,1,No,Top half,tensor(0.8282),0.8712328767123287,0.9426877470355731,0.9055529188419554,0.48846716118901945,0.8713869134771041,"[[5, 141], [58, 954]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8325),0.8724954462659381,0.9466403162055336,0.9080568720379147,0.49386810330824626,0.8725714894934075,"[[6, 140], [54, 958]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8316),0.8730593607305936,0.9446640316205533,0.907451352634077,0.4963046185500027,0.8731070156209103,"[[7, 139], [56, 956]]"
PCA,8,Angle Embedding,1,3,1,3,2,No,Top half,tensor(0.8316),0.8723792160437557,0.9456521739130435,0.9075391180654337,0.4933740321620012,0.8724629843390422,"[[6, 140], [55, 957]]"
PCA,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.7642),0.8698698698698699,0.8586956521739131,0.8642466434609647,0.48414234663490174,0.8704422489621859,"[[16, 130], [143, 869]]"
PCA,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8135),0.8740601503759399,0.9189723320158103,0.8959537572254335,0.500582056418864,0.8740488390999411,"[[12, 134], [82, 930]]"
PCA,8,Angle Embedding,1,3,2,9,1,No,Top half,tensor(0.8221),0.8731481481481481,0.9318181818181818,0.901529636711281,0.49673100871731,0.873200812093299,"[[9, 137], [69, 943]]"
PCA,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8247),0.8700823421774931,0.9397233201581028,0.9035629453681709,0.4835602902160377,0.8703136967629395,"[[4, 142], [61, 951]]"
PCA,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8273),0.8697632058287796,0.9436758893280632,0.9052132701421801,0.48211191726677133,0.8699973646927621,"[[3, 143], [57, 955]]"
PCA,8,Angle Embedding,1,3,2,9,2,No,Top half,tensor(0.8264),0.8696444849589791,0.9426877470355731,0.9046941678520627,0.48161784612052627,0.869889556033729,"[[3, 143], [58, 954]]"
PCA,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8083),0.8684701492537313,0.9199604743083004,0.8934740882917466,0.4771035248253831,0.8689063969585605,"[[5, 141], [81, 931]]"
PCA,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8169),0.8690036900369004,0.9308300395256917,0.8988549618320609,0.47911364989983213,0.8693437892313757,"[[4, 142], [70, 942]]"
PCA,8,Angle Embedding,1,3,3,2,1,No,Top half,tensor(0.8195),0.8693652253909844,0.9337944664031621,0.9004287756074323,0.48059586333856735,0.8696668132646652,"[[4, 142], [67, 945]]"
PCA,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.7962),0.8674242424242424,0.9051383399209486,0.8858800773694391,0.4731171151659538,0.8680404931992103,"[[6, 140], [96, 916]]"
PCA,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.8117),0.8696461824953445,0.9229249011857708,0.8954937679769895,0.48201039579836485,0.8699756299994665,"[[6, 140], [78, 934]]"
PCA,8,Angle Embedding,1,3,3,2,2,No,Top half,tensor(0.8178),0.8704902867715079,0.9298418972332015,0.8991877687529862,0.48546889382208025,0.8707309477194249,"[[6, 140], [71, 941]]"
PCA,8,Angle Embedding,2,15,1,3,1,No,Top half,tensor(0.8264),0.8703196347031964,0.941699604743083,0.9046037019458947,0.48454843250852786,0.8705295696443587,"[[4, 142], [59, 953]]"
